merchant_id,merchant_name,merchant_category,province,city,risk_rating
453,Merchant 00453,Restaurant,Western Cape,Paarl,Low
454,Merchant 00454,Restaurant,Mpumalanga,Mbombela,Low
455,Merchant 00455,Grocery,North West,Rustenburg,Low
456,Merchant 00456,Grocery,Free State,Welkom,Low
457,Merchant 00457,Online Services,Kwazulu-Natal,Durban,High
458,Merchant 00458,Electronics,Eastern Cape,Mthatha,Medium
459,Merchant 00459,Travel,North West,Rustenburg,Low
460,merchant 00460,Other,Western Cape,Paarl,Medium
461,Merchant 00461,Grocery,Free State,Welkom,Low
462,Merchant 00462,Other,Mpumalanga,Emalahleni,Low
463,Merchant 00463,Healthcare,North West,Rustenburg,Medium
464,Merchant 00464,Restaurant,Free State,Bloemfontein,Low
465,Merchant 00465,Grocery,Gauteng,Midrand,Low
466,Merchant 00466,Grocery,Eastern Cape,Gqeberha,Low
467,Merchant 00467,Grocery,North West,Mahikeng,Medium
468,Merchant 00468,Grocery,Northern Cape,Upington,Low
469,Merchant 00469,Electronics,Gauteng,Midrand,Medium
470,Merchant 00470,Healthcare,Eastern Cape,Mthatha,Critical
471,Merchant 00471,Entertainment,Eastern Cape,Gqeberha,Low
472,Merchant 00472,Travel,Eastern Cape,Mthatha,Low
473,Merchant 00473,Electronics,Mpumalanga,Emalahleni,Low
474,Merchant 00474,Grocery,Kwazulu-Natal,Richards Bay,Low
475,Merchant 00475,Other,Eastern Cape,Gqeberha,High
476,Merchant 00476,Healthcare,Eastern Cape,Gqeberha,Low
477,Merchant 00477,Online Services,Kwazulu-Natal,Pietermaritzburg,Low
478,Merchant 00478,Entertainment,Free State,Bloemfontein,Medium
479,Merchant 00479,Clothing,Limpopo,Tzaneen,Low
480,Merchant 00480,Electronics,Eastern Cape,Gqeberha,Low
481,Merchant 00481,Clothing,Free State,Welkom,High
482,Merchant 00482,Healthcare,North West,Rustenburg,Low
483,Merchant 00483,Travel,Northern Cape,Kuruman,Medium
484,Merchant 00484,Healthcare,Kwazulu-Natal,Richards Bay,Low
485,merchant 00485,Other,Kwazulu-Natal,Richards Bay,High
486,Merchant 00486,Electronics,North West,Klerksdorp,Medium
487,Merchant 00487,Entertainment,North West,Nan,Low
488,Merchant 00488,Electronics,Free State,Welkom,Nan
489,Merchant 00489,Fuel,Northern Cape,Kimberley,Low
490,Merchant 00490,Travel,Northern Cape,Kimberley,High
491,Merchant 00491,Healthcare,North West,Mahikeng,Low
492,Merchant 00492,Other,Kwazulu-Natal,Pietermaritzburg,Low
493,Merchant 00493,Travel,Free State,Bethlehem,High
494,Merchant 00494,Clothing,Free State,Bethlehem,Low
495,Merchant 00495,Entertainment,North West,Rustenburg,High
496,Merchant 00496,Clothing,Limpopo,Thohoyandou,Low
497,Merchant 00497,Other,Eastern Cape,Mthatha,Low
498,Merchant 00498,Entertainment,Limpopo,Polokwane,Medium
499,Merchant 00499,Electronics,Free State,Bloemfontein,Low
500,Merchant 00500,Electronics,Limpopo,Thohoyandou,Medium
501,Merchant 00501,Restaurant,Western Cape,Paarl,High
502,Merchant 00502,Healthcare,Limpopo,Tzaneen,Low
503,Merchant 00503,Clothing,Limpopo,Tzaneen,High
504,Merchant 00504,Healthcare,Limpopo,Thohoyandou,Low
505,Merchant 00505,Electronics,Eastern Cape,Gqeberha,Low
506,Merchant 00506,Clothing,Mpumalanga,Mbombela,Medium
507,Merchant 00507,Online Services,Kwazulu-Natal,Pietermaritzburg,Low
508,Merchant 00508,Grocery,Free State,Bloemfontein,Medium
509,Merchant 00509,Fuel,Eastern Cape,East London,Medium
510,Merchant 00510,Grocery,Free State,Welkom,Low
511,Merchant 00511,Travel,Gauteng,Soweto,Medium
512,Merchant 00512,Restaurant,North West,Klerksdorp,High
513,Merchant 00513,Fuel,Gauteng,Midrand,Low
514,Merchant 00514,Fuel,Eastern Cape,East London,Medium
515, Merchant 00515 ,Clothing,Limpopo,Thohoyandou,Low
516,Merchant 00516,Online Services,Kwazulu-Natal,Durban,Low
517,Merchant 00517,Entertainment,Kwazulu-Natal,Pietermaritzburg,Low
518,Merchant 00518,Entertainment,Northern Cape,Kimberley,High
519,Merchant 00519,Travel,Eastern Cape,Gqeberha,Low
520,Merchant 00520,Entertainment,Kwazulu-Natal,Durban,Low
521,Merchant 00521,Restaurant,Northern Cape,Kuruman,Low
522,Merchant 00522,Healthcare,North West,Klerksdorp,Low
523,Merchant 00523,Online Services,Gauteng,Pretoria,Low
524,Merchant 00524,Electronics,Northern Cape,Kimberley,High
525,Merchant 00525,Online Services,Kwazulu-Natal,Durban,Low
526,Merchant 00526,Fuel,Kwazulu-Natal,Richards Bay,Low
527,Merchant 00527,Fuel,Mpumalanga,Mbombela,Medium
528,Merchant 00528,Online Services,North West,Rustenburg,Low
529,Merchant 00529,Healthcare,Western Cape,Cape Town,High
530,Merchant 00530,Online Services,Kwazulu-Natal,Pietermaritzburg,Low
531,Merchant 00531,Healthcare,Limpopo,Tzaneen,Low
532,Merchant 00532,Healthcare,North West,Rustenburg,Low
533,Merchant 00533,Electronics,Gauteng,Johannesburg,Low
534,Merchant 00534,Grocery,Limpopo,Thohoyandou,Low
535,Merchant 00535,Restaurant,Northern Cape,Kuruman,Low
536,Merchant 00536,Fuel,Limpopo,Tzaneen,Low
537,Merchant 00537,Online Services,Limpopo,Tzaneen,Low
538,Merchant 00538,Healthcare,Limpopo,Tzaneen,Low
539,Merchant 00539,Electronics,Northern Cape,Kuruman,Low
540,Merchant 00540,Grocery,Free State,Welkom,Low
541,Merchant 00541,Online Services,Limpopo,Polokwane,High
542,Merchant 00542,Entertainment,Northern Cape,Upington,High
543,Merchant 00543,Fuel,Western Cape,Paarl,Low
544,Merchant 00544,Fuel,Limpopo,Polokwane,Low
545,Merchant 00545,Online Services,Mpumalanga,Emalahleni,Low
546,Merchant 00546,Restaurant,Western Cape,George,Medium
547,Merchant 00547,Restaurant,Mpumalanga,Secunda,Medium
548,Merchant 00548,Healthcare,Gauteng,Soweto,Low
549,Merchant 00549,Clothing,Mpumalanga,Secunda,High
550,Merchant 00550,Online Services,Eastern Cape,Gqeberha,Low
551,Merchant 00551,Fuel,Mpumalanga,Emalahleni,Low
552,Merchant 00552,Travel,Western Cape,Paarl,Low
553,Merchant 00553,Travel,Limpopo,Tzaneen,High
554,Merchant 00554,Clothing,North West,Klerksdorp,Medium
555,Merchant 00555,Electronics,Eastern Cape,Mthatha,Medium
556,Merchant 00556,Healthcare,Gauteng,Pretoria,Medium
557,Merchant 00557,Fuel,North West,Klerksdorp,Low
558,Merchant 00558,Online Services,Northern Cape,Kimberley,Medium
559,Merchant 00559,Online Services,Western Cape,Stellenbosch,Low
560,Merchant 00560,Travel,Western Cape,George,Low
561,Merchant 00561,Online Services,Free State,Bloemfontein,Low
562,Merchant 00562,Other,Eastern Cape,Mthatha,Medium
563,Merchant 00563,Fuel,Western Cape,Paarl,Low
564,Merchant 00564,Restaurant,North West,Mahikeng,Low
565,Merchant 00565,Online Services,Kwazulu-Natal,Pietermaritzburg,Low
566,Merchant 00566,Online Services,Mpumalanga,Emalahleni,Medium
567,Merchant 00567,Clothing,Mpumalanga,Mbombela,Low
568,Merchant 00568,Nan,Eastern Cape,East London,Low
569,Merchant 00569,Entertainment,Northern Cape,Kuruman,High
570,Merchant 00570,Other,Gauteng,Pretoria,High
571,Merchant 00571,Travel,Northern Cape,Upington,Low
572,Merchant 00572,Grocery,Free State,Welkom,Medium
573,Merchant 00573,Healthcare,Mpumalanga,Secunda,Low
574,Merchant  00574,Fuel,Northern Cape,Kuruman,Medium
575,Merchant 00575,Electronics,Mpumalanga,Mbombela,High
576,Merchant 00576,Fuel,Gauteng,Soweto,High
577,Merchant 00577,Online Services,Limpopo,Nan,Low
578,Merchant 00578,Other,North West,Klerksdorp,Low
579,Merchant 00579,Other,Free State,Welkom,Medium
580,Merchant 00580,Entertainment,Limpopo,Polokwane,Low
581,Merchant 00581,Restaurant,Northern Cape,Kuruman,Low
582,Merchant 00582,Restaurant,Eastern Cape,East London,Low
583,Merchant 00583,Grocery,Free State,Bloemfontein,High
584,Merchant 00584,Fuel,Gauteng,Soweto,Medium
585,Merchant 00585,Restaurant,Western Cape,Cape Town,Low
586,Merchant 00586,Electronics,Northern Cape,Kuruman,Medium
587,Merchant 00587,Online Services,Kwazulu-Natal,Durban,Medium
588,Merchant 00588,Other,Kwazulu-Natal,Richards Bay,Low
589,Merchant 00589,Entertainment,Northern Cape,Upington,Medium
590,Merchant 00590,Travel,Free State,Bloemfontein,Low
591,Merchant 00591,Healthcare,North West,Mahikeng,High
592,Merchant 00592,Restaurant,Free State,Bethlehem,Low
593,Merchant 00593,Grocery,Mpumalanga,Secunda,Medium
594,Merchant 00594,Nan,Limpopo,Polokwane,Low
595,Merchant 00595,Fuel,Gauteng,Soweto,Low
596,Merchant 00596,Online Services,North West,Mahikeng,Low
597,Merchant 00597,Fuel,Western Cape,Stellenbosch,Medium
598,Merchant 00598,Entertainment,Gauteng,Soweto,Low
599,Merchant 00599,Clothing,Limpopo,Tzaneen,Low
600,Merchant 00600,Online Services,Western Cape,George,High
601,Merchant 00601,Entertainment,Eastern Cape,East London,Low
602,Merchant 00602,Clothing,Mpumalanga,Secunda,Low
603,Merchant 00603,Clothing,Gauteng,Johannesburg,Low
604,Merchant 00604,Restaurant,Western Cape,George,Low
605,Merchant 00605,Electronics,Free State,Bloemfontein,Low
606,Merchant 00606,Other,Kwazulu-Natal,Durban,Low
607,Merchant 00607,Healthcare,Eastern Cape,Gqeberha,Low
608,Merchant 00608,Restaurant,Kwazulu-Natal,Pietermaritzburg,Medium
609,Merchant 00609,Electronics,Western Cape,George,Low
610,Merchant 00610,Travel,Mpumalanga,Emalahleni,Low
611,Merchant 00611,Grocery,Northern Cape,Upington,Low
612,Merchant 00612,Fuel,Northern Cape,Upington,Low
613,Merchant 00613,Online Services,Gauteng,Soweto,Low
614,Merchant 00614,Entertainment,Gauteng,Soweto,Low
615,Merchant 00615,Grocery,Western Cape,George,Nan
616,Merchant 00616,Online Services,Gauteng,Midrand,Low
617,Merchant 00617,Online Services,Kwazulu-Natal,Richards Bay,Low
618,Merchant 00618,Restaurant,Kwazulu-Natal,Richards Bay,High
619,Merchant 00619,Entertainment,Limpopo,Polokwane,Low
620,Merchant 00620,Electronics,Gauteng,Soweto,Low
621,Merchant 00621,Grocery,Limpopo,Polokwane,Medium
622,Merchant 00622,Entertainment,Western Cape,Paarl,Medium
623,Merchant 00623,Grocery,Free State,Bloemfontein,Low
624,Merchant 00624,Restaurant,North West,Klerksdorp,Low
625,Merchant 00625,Fuel,North West,Mahikeng,High
626,Merchant 00626,Healthcare,Limpopo,Tzaneen,Low
627,Merchant 00627,Other,North West,Rustenburg,Low
628,Merchant 00628,Clothing,Gauteng,Johannesburg,Low
629,Merchant 00629,Entertainment,Free State,Welkom,Low
630,Merchant 00630,Clothing,Free State,Bloemfontein,Medium
631,Merchant 00631,Travel,North West,Mahikeng,Low
632,Merchant 00632,Electronics,Northern Cape,Kuruman,Low
633,merchant 00633,Clothing,Free State,Bloemfontein,Medium
634,Merchant 00634,Entertainment,Gauteng,Johannesburg,Medium
635,Merchant 00635,Healthcare,Gauteng,Midrand,Medium
636,Merchant 00636,Travel,Limpopo,Polokwane,Medium
637,Merchant 00637,Healthcare,Gauteng,Pretoria,Low
638,Merchant 00638,Other,Limpopo,Polokwane,High
639,Merchant 00639,Healthcare,Northern Cape,Kuruman,Low
640,Merchant 00640,Electronics,Northern Cape,Kimberley,Low
641,Merchant 00641,Healthcare,Limpopo,Tzaneen,Low
642,Merchant 00642,Electronics,Free State,Bloemfontein,Low
643,Merchant 00643,Nan,Eastern Cape,Gqeberha,Medium
644,Merchant 00644,Fuel,North West,Mahikeng,Nan
645,Merchant 00645,Online Services,Gauteng,Midrand,Medium
646,Merchant 00646,Electronics,Kwazulu-Natal,Durban,Low
647,merchant 00647,Online Services,Kwazulu-Natal,Richards Bay,Low
648,Merchant 00648,Entertainment,Limpopo,Tzaneen,Low
649,Merchant 00649,Restaurant,Western Cape,Cape Town,Low
650,Merchant 00650,Grocery,Kwazulu-Natal,Durban,Low
651,Merchant 00651,Electronics,Limpopo,Polokwane,Low
652,Merchant 00652,Grocery,Limpopo,Tzaneen,Low
653,Merchant 00653,Grocery,Gauteng,Soweto,Low
654,Merchant 00654,Clothing,Western Cape,Paarl,Medium
655,Merchant 00655,Healthcare,Western Cape,Paarl,Medium
656,Merchant 00656,Electronics,Northern Cape,Kimberley,Low
657,MERCHANT 00657,Online Services,Limpopo,Thohoyandou,Low
658,Merchant 00658,Healthcare,North West,Rustenburg,High
659,Merchant 00659,Entertainment,Gauteng,Soweto,Low
660,Merchant 00660,Travel,Free State,Bloemfontein,Low
661,Merchant 00661,Electronics,Kwazulu-Natal,Pietermaritzburg,High
662,MERCHANT 00662,Entertainment,Western Cape,George,Low
663,Merchant 00663,Electronics,Mpumalanga,Emalahleni,Low
664,Merchant 00664,Travel,Northern Cape,Kuruman,Low
665,Merchant 00665,Other,Northern Cape,Kimberley,Medium
666,Merchant 00666,Clothing,Eastern Cape,Mthatha,Low
667,Merchant 00667,Fuel,Eastern Cape,Gqeberha,High
668,Merchant 00668,Nan,North West,Rustenburg,High
669,Merchant 00669,Clothing,North West,Rustenburg,Low
670,Merchant 00670,Healthcare,North West,Rustenburg,Low
671,Merchant 00671,Healthcare,Limpopo,Polokwane,Medium
672,Merchant 00672,Clothing,Eastern Cape,Gqeberha,Low
673,Merchant 00673,Entertainment,Western Cape,Cape Town,Medium
674,Merchant 00674,Fuel,Western Cape,Paarl,Medium
675,Merchant 00675,Electronics,Gauteng,Midrand,Medium
676,Merchant 00676,Travel,Eastern Cape,Mthatha,Low
677,Merchant 00677,Grocery,North West,Rustenburg,High
678,Merchant 00678,Other,Free State,Welkom,Low
679,Merchant 00679,Fuel,Gauteng,Soweto,Medium
680,Merchant 00680,Online Services,North West,Klerksdorp,Low
681,Merchant 00681,Other,Western Cape,Cape Town,Medium
682,Merchant  00682,Healthcare,Northern Cape,Kuruman,High
683,Merchant 00683,Grocery,Northern Cape,Upington,Medium
684,Merchant 00684,Fuel,Limpopo,Tzaneen,Low
685,Merchant 00685,Electronics,Eastern Cape,Gqeberha,Medium
686,Merchant 00686,Electronics,Western Cape,Cape Town,Low
687,Merchant 00687,Grocery,Limpopo,Polokwane,Medium
688,Merchant 00688,Online Services,Northern Cape,Kuruman,Medium
689,Merchant 00689,Other,Western Cape,George,Medium
690,Merchant 00690,Clothing,Western Cape,Cape Town,Low
691,Merchant 00691,Fuel,Limpopo,Thohoyandou,Medium
692,Merchant 00692,Electronics,Western Cape,Paarl,Low
693,Merchant 00693,Restaurant,North West,Rustenburg,Low
694,Merchant 00694,Fuel,Gauteng,Soweto,High
695,Merchant 00695,Healthcare,Kwazulu-Natal,Durban,Low
696,Merchant 00696,Other,North West,Klerksdorp,Medium
697,Merchant 00697,Other,North West,Klerksdorp,Medium
698,Merchant 00698,Online Services,Western Cape,Cape Town,Medium
699,Merchant 00699,Healthcare,Limpopo,Thohoyandou,Low
700,Merchant 00700,Healthcare,Eastern Cape,East London,Low
701,Merchant 00701,Online Services,North West,Klerksdorp,Low
702,Merchant 00702,Healthcare,Mpumalanga,Emalahleni,Low
703,MERCHANT 00703,Clothing,Mpumalanga,Secunda,Low
704,Merchant 00704,Other,North West,Klerksdorp,Low
705,Merchant 00705,Restaurant,Limpopo,Thohoyandou,Low
706,Merchant  00706,Clothing,Gauteng,Pretoria,Low
707,Merchant 00707,Online Services,Northern Cape,Kimberley,Medium
708,Merchant 00708,Online Services,Northern Cape,Kuruman,Low
709,MERCHANT 00709,Travel,Mpumalanga,Emalahleni,Low
710,Merchant 00710,Grocery,Western Cape,Paarl,Medium
711,Merchant 00711,Travel,Western Cape,Stellenbosch,Low
712,Merchant 00712,Travel,Free State,Welkom,Medium
713,Merchant 00713,Other,Mpumalanga,Emalahleni,Low
714,Merchant 00714,Nan,Western Cape,Cape Town,Medium
715,Merchant 00715,Grocery,Limpopo,Polokwane,Medium
716,Merchant 00716,Travel,Gauteng,Soweto,Low
717,Merchant 00717,Nan,Kwazulu-Natal,Richards Bay,Low
718,Merchant 00718,Fuel,Eastern Cape,East London,High
719,Merchant 00719,Travel,Gauteng,Johannesburg,Low
720,Merchant 00720,Clothing,North West,Klerksdorp,Medium
721,Merchant 00721,Nan,North West,Mahikeng,Medium
722,Merchant 00722,Clothing,Mpumalanga,Emalahleni,Low
723,Merchant 00723,Fuel,Eastern Cape,Gqeberha,Unknown
724,Merchant 00724,Travel,Western Cape,George,Low
725,Merchant 00725,Other,North West,Rustenburg,Low
726,Merchant 00726,Nan,Gauteng,Soweto,Low
727,Merchant 00727,Entertainment,Kwazulu-Natal,Durban,Low
728,Merchant 00728,Restaurant,Northern Cape,Upington,Low
729,Merchant 00729,Other,Limpopo,Tzaneen,Medium
730,Merchant 00730,Restaurant,Eastern Cape,Mthatha,Low
731,Merchant 00731,Grocery,Northern Cape,Kuruman,High
732, Merchant 00732 ,Electronics,Limpopo,Tzaneen,Low
733,Merchant 00733,Restaurant,North West,Mahikeng,Medium
734,Merchant 00734,Online Services,Limpopo,Thohoyandou,Low
735,Merchant 00735,Healthcare,Gauteng,Pretoria,Low
736,Merchant 00736,Grocery,Western Cape,George,Low
737,Merchant 00737,Online Services,Western Cape,George,Low
738,MERCHANT 00738,Online Services,Free State,Bloemfontein,Medium
739,Merchant 00739,Entertainment,Mpumalanga,Secunda,Low
740,Merchant 00740,Electronics,Limpopo,Tzaneen,Low
741,Merchant 00741,Healthcare,Kwazulu-Natal,Richards Bay,Low
742,Merchant 00742,Travel,Limpopo,Thohoyandou,Medium
743,Merchant 00743,Other,Western Cape,Cape Town,Low
744,Merchant 00744,Online Services,Mpumalanga,Emalahleni,Medium
745,Merchant 00745,Fuel,Northern Cape,Upington,Medium
746,Merchant 00746,Clothing,North West,Klerksdorp,Low
747,Merchant 00747,Online Services,Limpopo,Polokwane,High
748,Merchant 00748,Clothing,Mpumalanga,Mbombela,High
749,Merchant 00749,Clothing,Limpopo,Thohoyandou,Low
750,Merchant 00750,Healthcare,Mpumalanga,Secunda,Low
751,Merchant 00751,Healthcare,Eastern Cape,East London,Critical
752,Merchant 00752,Electronics,North West,Klerksdorp,High
753,Merchant 00753,Entertainment,Northern Cape,Upington,Medium
754,Merchant 00754,Grocery,Free State,Bethlehem,Low
755,Merchant 00755,Online Services,Eastern Cape,East London,Medium
756,Merchant 00756,Electronics,Western Cape,Stellenbosch,Low
757,Merchant 00757,Other,Free State,Bloemfontein,Low
758,Merchant 00758,Online Services,North West,Rustenburg,Medium
759,Merchant 00759,Other,Eastern Cape,Mthatha,Medium
760,Merchant 00760,Entertainment,Kwazulu-Natal,Richards Bay,Low
761,Merchant 00761,Travel,Free State,Bethlehem,Low
762,Merchant 00762,Entertainment,Limpopo,Polokwane,Low
763,Merchant 00763,Clothing,Mpumalanga,Emalahleni,Medium
764,Merchant 00764,Grocery,Kwazulu-Natal,Durban,Medium
765,Merchant 00765,Entertainment,Northern Cape,Kuruman,Low
766,Merchant 00766,Entertainment,Northern Cape,Kimberley,Medium
767,Merchant 00767,Grocery,Mpumalanga,Mbombela,Medium
768,Merchant 00768,Grocery,Mpumalanga,Emalahleni,Low
769,Merchant 00769,Healthcare,North West,Rustenburg,High
770,Merchant 00770,Electronics,Mpumalanga,Secunda,High
771,Merchant 00771,Other,Mpumalanga,Secunda,High
772,Merchant 00772,Healthcare,Northern Cape,Upington,Low
773,Merchant 00773,Healthcare,Northern Cape,Kuruman,Medium
774,Merchant 00774,Entertainment,Eastern Cape,Gqeberha,Low
775,Merchant 00775,Grocery,Northern Cape,Upington,Low
776, Merchant 00776 ,Clothing,Western Cape,Cape Town,Low
777,Merchant 00777,Electronics,Eastern Cape,East London,Medium
778,Merchant 00778,Electronics,Mpumalanga,Secunda,Low
779,Merchant 00779,Restaurant,Northern Cape,Upington,Low
780,Merchant 00780,Healthcare,Mpumalanga,Emalahleni,Medium
781,Merchant 00781,Entertainment,Mpumalanga,Secunda,Low
782,Merchant 00782,Travel,Limpopo,Tzaneen,Low
783,Merchant 00783,Other,North West,Klerksdorp,High
784,Merchant 00784,Healthcare,Eastern Cape,Mthatha,Medium
785,merchant 00785,Electronics,Free State,Bloemfontein,Low
786, Merchant 00786 ,Online Services,Western Cape,Cape Town,Low
787,Merchant 00787,Electronics,Eastern Cape,Gqeberha,Medium
788,Merchant 00788,Online Services,Mpumalanga,Secunda,Low
789,Merchant 00789,Grocery,Eastern Cape,Gqeberha,Low
790,Merchant 00790,Fuel,Mpumalanga,Emalahleni,Medium
791,Merchant 00791,Grocery,Mpumalanga,Secunda,Low
792,Merchant 00792,Restaurant,Free State,Bloemfontein,Low
793,Merchant 00793,Other,Mpumalanga,Emalahleni,Low
794,Merchant 00794,Entertainment,Gauteng,Soweto,Low
795,Merchant 00795,Fuel,Western Cape,Cape Town,Medium
796,Merchant 00796,Electronics,North West,Klerksdorp,Low
797,Merchant 00797,Restaurant,Mpumalanga,Emalahleni,Medium
798,Merchant 00798,Grocery,Limpopo,Thohoyandou,Low
799,Merchant 00799,Restaurant,Kwazulu-Natal,Durban,Medium
800,Merchant 00800,Electronics,Northern Cape,Kuruman,Low
801,Merchant  00801,Online Services,North West,Mahikeng,Medium
802,Merchant 00802,Travel,Gauteng,Johannesburg,Low
803,Merchant 00803,Online Services,Western Cape,Stellenbosch,Medium
804,Merchant 00804,Grocery,Northern Cape,Upington,Medium
805,Merchant 00805,Electronics,Free State,Welkom,Low
806,Merchant 00806,Healthcare,Gauteng,Midrand,Low
807,Merchant 00807,Restaurant,Northern Cape,Upington,Low
808,Merchant 00808,Clothing,Eastern Cape,East London,Low
809,Merchant 00809,Healthcare,Limpopo,Thohoyandou,Low
810,Merchant 00810,Travel,Western Cape,Cape Town,Low
811,Merchant 00811,Restaurant,Western Cape,George,Low
812,Merchant 00812,Travel,Free State,Welkom,Low
813,Merchant 00813,Online Services,Western Cape,Paarl,High
814,Merchant 00814,Grocery,Northern Cape,Upington,Low
815,Merchant 00815,Fuel,North West,Mahikeng,Low
816,Merchant 00816,Grocery,Gauteng,Johannesburg,Low
817,Merchant 00817,Travel,Eastern Cape,East London,Low
818,Merchant 00818,Entertainment,Mpumalanga,Emalahleni,High
819,Merchant 00819,Healthcare,Eastern Cape,East London,Low
820,Merchant 00820,Online Services,Northern Cape,Upington,Low
